raw_affiliation,affiliation_name,wikidata
"Zhejiang University, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Ontario Tech University, Canada",ontario tech university,http://www.wikidata.org/entity/Q2495899
"University of Wisconsin - Madison, USA",university of wisconsin - madison,http://www.wikidata.org/entity/Q838330
"TU Wien, Austria",tu wien,http://www.wikidata.org/entity/Q689400
"University of Utah, USA",university of utah,http://www.wikidata.org/entity/Q168515
"Otto-von-Guericke-University of Magdeburg, Germany",otto-von-guericke-university of magdeburg,https://www.wikidata.org/wiki/Q655866
"Seoul National University, South Korea",seoul national university,http://www.wikidata.org/entity/Q39913
"Technical University of Munich, Germany",technical university of munich,http://www.wikidata.org/entity/Q157808
"University of North Carolina at Charlotte, USA",university of north carolina at charlotte,http://www.wikidata.org/entity/Q1783178
"Peking University, China",peking university,http://www.wikidata.org/entity/Q16952
"Inria, France",inria,http://www.wikidata.org/entity/Q1146208
"Tsinghua University, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"TU Eindhoven, the Netherlands",tu eindhoven,http://www.wikidata.org/entity/Q280824
"University of Bamberg, Germany",university of bamberg,http://www.wikidata.org/entity/Q707272
"Fraunhofer IWU, Germany",fraunhofer iwu,http://www.wikidata.org/entity/Q1452042
"BMW Group, Germany",bmw group,http://www.wikidata.org/entity/Q47513975
"University of Stuttgart, Germany",university of stuttgart,http://www.wikidata.org/entity/Q122453
"University of Zurich, Switzerland",university of zurich,http://www.wikidata.org/entity/Q206702
"University of Calgary, United States",university of calgary,http://www.wikidata.org/entity/Q1067471
"Autodesk, United States",autodesk,http://www.wikidata.org/entity/Q628051
"Simon Fraser Univ., Canada",simon fraser university,http://www.wikidata.org/entity/Q201603
"Universite Paris-Saclay, CNRS. Inria. LISN, France",universite paris-saclay,http://www.wikidata.org/entity/Q109409389
"Sorbonne Universite, CNRS, ISIR, France",sorbonne universite,http://www.wikidata.org/entity/Q41497113
"School of Electrical Engineering and Computer Science, Oregon State University, USA",oregon state university,http://www.wikidata.org/entity/Q861888
"School of Civil and Construction Engineering, Oregon State University, USA",oregon state university,http://www.wikidata.org/entity/Q861888
"Department of Informatics, University of Bergen, Norway",university of bergen,http://www.wikidata.org/entity/Q204457
"Northern Illinois University, United States",northern illinois university,http://www.wikidata.org/entity/Q1191344
"University of Waterloo, Canada",university of waterloo,http://www.wikidata.org/entity/Q1049470
"VisBig Lab, School of Computer Science and Engineering, University of Electronic Science and Technology, China",university of electronic science and technology,http://www.wikidata.org/entity/Q5971900
"Shenzhen Clean Energy Research Institute, China",shenzhen clean energy research institute,http://www.envirnergy.com/en/
"SCI Institute, University of Utah, United States",university of utah,http://www.wikidata.org/entity/Q168515
"Lawrence Livermore National Laboratory, United States",lawrence livermore national laboratory,http://www.wikidata.org/entity/Q519826
"University of Oxford, UK",university of oxford,http://www.wikidata.org/entity/Q34433
"Redsift Ltd., UK",redsift ltd.,https://www.wikidata.org/wiki/Q7305025
"King's College London, UK",king's college london,http://www.wikidata.org/entity/Q245247
"Edinburgh University, UK",edinburgh university,http://www.wikidata.org/entity/Q160302
"University of Glasgow, Scotland",university of glasgow,http://www.wikidata.org/entity/Q192775
"University of Warwick, UK",university of warwick,http://www.wikidata.org/entity/Q865528
"School of Computing at the Univeristy of Utah, United States",school of computing at the univeristy of utah,https://www.wikidata.org/wiki/Q168515
"Asvito Digital AG., Switzerland",asvito digital ag.,https://www.linkedin.com/company/asvito/about/
"Department of Science and Technology at Linköping University, School of Computing at the University of Utah, United States",department of science and technology at linköping university,https://www.wikidata.org/wiki/Q782600
"Aarhus University, Denmark",aarhus university,http://www.wikidata.org/entity/Q924265
"Université Claude Bernard Lyon 1, LIRIS, CNRS UMR5205, France",université claude bernard lyon 1,http://www.wikidata.org/entity/Q4032
"Eindhoven University of Technology, Netherlands",eindhoven university of technology,http://www.wikidata.org/entity/Q280824
"Autodesk Research, Canada",autodesk research,https://www.wikidata.org/wiki/Q628051
"State Key Lab of CAD&CG, Zhejiang University, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Department of Sport Science, Zhejiang University, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Department of Cognitive Science and Design Lab, University of California San Diego, United States",university of california san diego,http://www.wikidata.org/entity/Q622664
"Northwestern University, USA",northwestern university,http://www.wikidata.org/entity/Q309350
"Adobe Research, USA",adobe research,https://www.wikidata.org/wiki/Q11463
"Carnegie Mellon University, USA",carnegie mellon university,http://www.wikidata.org/entity/Q190080
"Harvard Medical School, Boston, MA, USA",harvard medical school,http://www.wikidata.org/entity/Q49121
"Harvard School of Engineering and Applied Sciences, Boston, MA, USA",harvard school of engineering and applied sciences,http://www.wikidata.org/entity/Q5676553
"University of Illinois, Chicago, USA",university of illinois,http://www.wikidata.org/entity/Q457281
"University of Iowa, USA",university of iowa,http://www.wikidata.org/entity/Q182973
"MD Anderson Cancer Center at the University of Texas, USA",md anderson cancer center at the university of texas,https://www.wikidata.org/wiki/Q49213
"Hong Kong University of Science and Technology, Hong Kong",hong kong university of science and technology,http://www.wikidata.org/entity/Q1333303
"Microsoft Research Area, United States",microsoft research area,https://www.wikidata.org/wiki/Q2283
"Microsoft Research Asia, China",microsoft research asia,http://www.wikidata.org/entity/Q6840202
"Meituan, China",meituan,http://www.wikidata.org/entity/Q15907772
"University of Duisburg-Essen, Germany",university of duisburg-essen,http://www.wikidata.org/entity/Q696757
"Boston College, USA",boston college,http://www.wikidata.org/entity/Q49118
"Harvard University, USA",harvard university,http://www.wikidata.org/entity/Q13371
"Hong Kong University of Science and Technology and Singapore Management University, Hong Kong",hong kong university of science and technology and singapore management university,https://www.wikidata.org/wiki/Q1333303
"Singapore Management University, Singapore",singapore management university,http://www.wikidata.org/entity/Q950609
"Intelligent Big Data Visualization Lab at Tongji University, China",intelligent big data visualization lab at tongji university,https://www.wikidata.org/wiki/Q16947
"Ant Group, China",ant group,http://www.wikidata.org/entity/Q21979415
"Department of Computer Science, Tsinghua University, China",tsinghua university,http://www.wikidata.org/entity/Q16955
"QCRI, Hamad Bin Khalifa University, Qatar",hamad bin khalifa university,http://www.wikidata.org/entity/Q24911975
"American School of Doha, Doha, Qatar",american school of doha,http://www.wikidata.org/entity/Q4744937
"Department of Computer Science, Stony Brook University, USA",stony brook university,http://www.wikidata.org/entity/Q969850
"Department of Radiology, Stony Brook University Hospital, USA",stony brook university hospital,http://www.wikidata.org/entity/Q7619524
"Dana-Farber Cancer Institute, USA",dana-farber cancer institute,http://www.wikidata.org/entity/Q1159198
"University of Tübingen, Germany",university of tübingen,http://www.wikidata.org/entity/Q153978
"School of Engineering and Applied Sciences, Harvard University, USA",harvard university,http://www.wikidata.org/entity/Q13371
"Laboratory of Systems Pharmacology, Harvard Medical School, USA",laboratory of systems pharmacology,http://www.wikidata.org/entity/Q107380113
"Brigham and Women's Hospital, Harvard Medical School, USA",harvard medical school,http://www.wikidata.org/entity/Q49121
"King Abdullah University of Science and Technology (KAUST), Visual Computing Center, Thuwal, Saudi Arabia",king abdullah university of science and technology (kaust),https://www.wikidata.org/wiki/Q1463036
"King Abdullah University of Science and Technology (KAUST), Core Labs, Thuwal, Saudi Arabia",king abdullah university of science and technology (kaust),https://www.wikidata.org/wiki/Q1463036
"Sorbonne Université and CNRS, France",sorbonne université and cnrs,https://www.wikidata.org/wiki/Q41497113
"University of Paris, France",university of paris,http://www.wikidata.org/entity/Q209842
"Tulane University, United States",tulane university,http://www.wikidata.org/entity/Q1193547
"Montana State University, United States",montana state university,http://www.wikidata.org/entity/Q1861687
"Swansea University, United Kingdom",swansea university,http://www.wikidata.org/entity/Q1420500
"University of Bordeaux, France",university of bordeaux,http://www.wikidata.org/entity/Q13344
"Tampere University, Finland",tampere university,http://www.wikidata.org/entity/Q56403399
"Northeastern University, USA",northeastern university,http://www.wikidata.org/entity/Q37548
"Robert Bosch Research and Technology Center, USA",robert bosch research and technology center,https://www.wikidata.org/wiki/Q234021
"ByteDance Inc., China",bytedance incorporated,http://www.wikidata.org/entity/Q184674
"Amazon AWS AI, United States",amazon aws ai,https://www.wikidata.org/wiki/Q3884
"University of Maryland, United States",university of maryland,http://www.wikidata.org/entity/Q503415
"Adobe Research, United States",adobe research,https://www.wikidata.org/wiki/Q11463
"Interactive Media Lab at Technische Universität Dresden, Germany",interactive media lab at technische universität dresden,https://www.wikidata.org/wiki/Q113660573
"Reactive Systems Group at CISPA Helmholtz Center for Information Security, Germany",reactive systems group at cispa helmholtz center for information security,http://www.wikidata.org/entity/Q36496
"Interactive Media Lab, the Centre for Tactile Internet (CeTI), and the Cluster of Excellence Physics of Life (PoL) at Technische Universität Dresden, Germany",and the cluster of excellence physics of life (pol) at technische universität dresden,https://www.wikidata.org/wiki/Q113660573
"Arizona State University, United States",arizona state university,http://www.wikidata.org/entity/Q670897
"Southern University of Science and Technology, China",southern university of science and technology,http://www.wikidata.org/entity/Q7568723
"University of Illinois at Urbana-Champaign, United States",university of illinois at urbana-champaign,http://www.wikidata.org/entity/Q457281
"Hong Kong University of Science and Technology, China",hong kong university of science and technology,http://www.wikidata.org/entity/Q1333303
"Massachusetts Institute of Technology, USA",massachusetts institute of technology,http://www.wikidata.org/entity/Q49108
"Children's Hospital of Zhejiang University School of Medicine, China",children's hospital of zhejiang university school of medicine,https://www.wikidata.org/wiki/Q197543
"Tableau Research, Canada",tableau research,https://www.wikidata.org/wiki/Q7673435
"University of Calgary, Canada",university of calgary,http://www.wikidata.org/entity/Q1067471
"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Department of Sport Science, Zhejiang University, Hangrhou, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Department of Computing, Xi'an Jiaotong-Liverpool University, Suzhou, China",xi'an jiaotong-liverpool university,http://www.wikidata.org/entity/Q13562485
"University of California Merced in Management of Complex Systems, United States",university of california merced in management of complex systems,https://www.wikidata.org/wiki/Q184478
"University of Utah School of Computing, United States",university of utah school of computing,http://www.wikidata.org/entity/Q22096108
"University of California Merced in Cognitive and Information Sciences, United States",university of california merced in cognitive and information sciences,https://www.wikidata.org/wiki/Q184478
"Shandong University, China",shandong university,http://www.wikidata.org/entity/Q604470
"CNIC, CAS, China",cnic,http://www.wikidata.org/entity/Q30255701
"National Institute of Health Data Science, Peking University, China",peking university,http://www.wikidata.org/entity/Q16952
"East China Normal University, China",east china normal university,http://www.wikidata.org/entity/Q2034790
